"gene_id","gene_name","1373-liver","1373-lung","1394-liver","1394-lung","1398-liver","1398-lung","1399-liver","1399-lung","1548-lung","6843-liver","6843-lung","6844-liver","6844-lung","997-lung"
"ENSMUSG00000053168","9030619P08Rik",0.609324,0,0.739789,0,0,0.211059,0.095304,0,0.242964,0,0.659301,0.82399,0.413614,0
"ENSMUSG00000053173","Rpl18-ps2",0.395492,0,0.596487,0.312594,0.935668,0.556539,0.264923,0.607076,0.700277,0.703006,0,0.152196,0,0.241716
"ENSMUSG00000053175","Bcl3",3.109668,7.608565,3.569728,26.004449,0.595828,17.660454,4.702527,8.900354,8.876794,5.687352,2.17215,16.018895,4.504896,10.547585
"ENSMUSG00000053178","Mterf1b",0.904282,2.095722,2.330694,2.577551,2.249383,7.183707,4.478765,7.34417,4.318265,6.755666,2.89511,4.049091,3.114184,2.388312
"ENSMUSG00000053181","A830005F24Rik",0.080641,0,0.161476,0,0.411654,0.372451,0.25232,0,0.421413,0,0.227843,0.408462,0.707854,0.493686
"ENSMUSG00000053182","Gm609",1.876192,0.075045,0.96124,0.057126,0.118942,0,1.305348,1.996245,0,0.215355,0.353831,0,0.841669,0
"ENSMUSG00000053184","Spaca3",0,0,0,0,0,0.115368,0,0,0,0,0,0,0,0
"ENSMUSG00000053192","Mllt11",48.195058,21.523089,35.676281,20.708953,37.8919,11.970775,22.462457,40.042855,32.655707,28.984094,83.389167,48.737914,62.510438,33.009974
"ENSMUSG00000053194","Cib4",0,0,0,0.238135,0,0,0.613873,0.115048,0.128257,0,0,0,0.282323,0
"ENSMUSG00000053198","Prx",0.847906,2.431938,3.355826,5.890248,0.806181,1.346495,3.650581,2.99142,1.697942,2.460499,0.817695,0.894712,0.878396,3.323196
"ENSMUSG00000053199","Arhgap20",7.048989,3.085767,5.634234,6.61009,8.716032,2.269959,9.661416,10.977738,7.051903,9.67928,3.74354,2.050481,5.12939,1.94853
"ENSMUSG00000053205","Styx",21.769738,26.900484,23.777142,20.350683,30.12132,5.109532,21.658181,29.101759,104.34893,21.827782,17.286236,16.301313,20.897227,20.534812
"ENSMUSG00000053208","Kat2b-ps",0,0,0,0.026053,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053211","Zfy1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053216","Btn2a2",0,0,0,0,0.167594,0.068812,0,0.07026,0,0,0.039057,0,0,0
"ENSMUSG00000053217","Tas2r136",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053219","Raet1e",1.776896,0.54249,1.363455,8.539489,0,1.044541,0.056445,1.198018,1.050294,0.682771,0.477751,0.486198,0.152451,0.564902
"ENSMUSG00000053226","Dand5",3.332597,2.01462,3.544328,2.524612,1.280242,3.838323,4.232213,4.382751,2.759487,3.252438,2.272881,1.366579,3.328643,2.083597
"ENSMUSG00000053228","Ceacam3",0,0,0,0,0,0,0.057505,0,0,0,0,0,0,0
"ENSMUSG00000053251","Olfr212",0,0.380074,0.074332,0.271558,0.328365,0.21246,0.249988,0.350488,0.512486,0.396584,0.20701,0.186626,0.035907,0.102426
"ENSMUSG00000053253","Ndfip2",88.566424,98.749685,89.280858,118.72202,98.710268,23.803744,110.985735,117.575404,106.938947,82.614731,58.135328,81.760597,99.428206,111.130182
"ENSMUSG00000053268","Dspp",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053279","Aldh1a1",79.824577,172.115919,78.383776,348.907887,76.753589,150.403547,287.89021,371.489452,118.414217,254.497265,30.975861,21.937788,70.205692,30.345656
"ENSMUSG00000053286","Trmt1l",11.538956,14.360919,14.149573,16.151926,14.931687,24.97636,17.535055,16.639502,18.593914,13.434831,25.267407,26.131294,16.161607,18.79831
"ENSMUSG00000053287","Olfr1013",0,0,0,0,0,0,0,0,0,0,0.019076,0,0,0.870155
"ENSMUSG00000053289","Ddx10",12.432392,17.454432,16.744252,20.890562,14.055791,4.490437,13.472619,22.606539,14.971085,17.190407,21.013817,17.308775,17.417783,18.005499
"ENSMUSG00000053291","Rab4b",24.700201,36.338776,25.229958,44.870146,39.452322,83.886244,46.961899,74.3897,39.03395,92.314856,19.413441,30.500039,31.063338,43.767111
"ENSMUSG00000053293","Pom121",27.110809,35.696052,31.175556,25.015166,18.121998,9.429021,31.720698,21.441895,23.181461,33.887277,29.930556,28.220367,27.879983,43.951083
"ENSMUSG00000053297","AI854703",0.188545,0.095474,0.706378,0.279653,0.059042,0.176948,0.75215,1.129618,0.01992,0.077398,0.060075,0.526011,1.751394,0.144261
"ENSMUSG00000053303","Slc22a26",1.295058,0,0.678682,0,0,0.074432,0.436438,0.160462,0.26429,0,0.063429,0,0,0.046877
"ENSMUSG00000053310","Nrgn",2.728478,34.27504,2.884489,12.207846,40.978174,49.485788,27.365055,99.050412,3.372183,67.963515,0.855646,2.139749,2.304405,2.725283
"ENSMUSG00000053317","Sec61b",176.231089,270.110179,251.1307,226.847943,305.886054,201.219515,184.439184,178.552894,295.478421,197.998777,416.231481,432.322963,254.222813,274.349453
"ENSMUSG00000053318","Slamf8",1.297457,0.89648,0.816113,1.674368,0.602827,3.799004,0.544669,0.867005,3.906263,0.849087,0.962586,1.854684,1.345863,1.342748
"ENSMUSG00000053329","D10Jhu81e",40.43353,43.302379,50.915586,46.951018,49.805761,40.864559,40.63096,46.614936,52.084376,42.672625,38.643628,25.624594,65.665549,45.95082
"ENSMUSG00000053333","Dis3l2",12.429955,12.411132,15.055671,12.33125,10.753155,10.152889,18.092113,21.703075,12.864184,13.381335,12.570611,11.167198,15.968456,13.781896
"ENSMUSG00000053334","Ficd",2.430953,4.850706,3.690052,9.748423,3.584824,7.129833,8.920183,9.706666,6.560221,13.91607,3.220663,4.330255,4.468579,7.889665
"ENSMUSG00000053338","Tarm1",0,0,0,0.602325,0,0.149504,0,0.094579,0,0.204828,0,0.319308,0,0
"ENSMUSG00000053347","Zfp943",16.238518,23.363834,19.784498,21.540408,20.865776,13.175181,32.367129,32.430283,26.374605,35.158737,8.290086,9.109681,19.960281,18.30027
"ENSMUSG00000053367","Epp13",0,0,0,0,0,0.391533,0,0,0,0,0,0.292717,0,0
"ENSMUSG00000053368","Rxfp2",0,0.195413,0,1.607813,1.001921,0.224933,1.166645,0.566267,0.822116,0.762296,0.66924,0.381748,1.097399,3.234244
"ENSMUSG00000053375","Atp6v1e2",0.12268,0.077778,0.06195,0,0,0,0,0,0,0,0,0,0.088378,0
"ENSMUSG00000053388","Trim50",0,0,0,0,0,0,0.033027,0,0.050019,0.049092,0,0,0,0
"ENSMUSG00000053389","Tas2r107",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053390","Zfp952",7.907151,9.004473,11.342181,10.122351,9.280959,4.842247,11.86882,12.123397,11.161475,10.306296,5.696329,5.006004,12.841429,8.084274
"ENSMUSG00000053391","Olfr211",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053395","Cacng8",0.239801,0,2.688782,0,0,0.10999,0.028256,0.038318,0,0,0,0,0.590245,0
"ENSMUSG00000053398","Phgdh",66.590225,36.700511,44.232796,26.521999,76.156596,12.198081,11.09508,15.005432,39.615935,10.24455,58.262202,51.484428,8.098282,22.592638
"ENSMUSG00000053399","Adamts18",0.908664,6.662925,0.80071,1.094366,0.316454,0.647358,2.961801,1.291156,4.051618,2.182825,1.636415,0.556449,5.495573,1.066851
"ENSMUSG00000053411","Cbx7",21.365966,61.135225,19.671395,50.563682,31.620245,53.528638,92.583416,63.707479,45.724916,79.344051,17.675297,19.716921,20.342785,41.695762
"ENSMUSG00000053414","Hunk",18.170284,7.938492,17.412814,4.171727,0.3389,3.458183,7.346222,8.628023,7.002745,6.259248,5.764868,2.877074,12.952287,0.534167
"ENSMUSG00000053420","Gm4792",0,0,0,0,0,0,0,0.128147,0,0,0,0,0.156392,0
"ENSMUSG00000053436","Mapk14",87.999693,131.157306,92.087217,89.422323,91.309338,45.69162,167.139973,156.01988,108.787892,167.154402,56.102006,73.214952,89.173397,87.879365
"ENSMUSG00000053441","Adamts19",0,0,0,0.013273,0,0.042103,0,0,0,0.029077,0,0.043423,0.330077,0.136871
"ENSMUSG00000053453","Thoc7",230.450114,222.807323,236.941874,185.773264,256.007414,129.449393,207.559559,167.676637,172.978232,141.763762,168.199045,163.023256,196.804467,204.343799
"ENSMUSG00000053460","Ggcx",9.143921,10.75358,15.168769,11.831827,10.107382,12.59299,23.723892,32.695405,12.608322,19.204695,8.54511,14.169698,19.355843,7.677758
"ENSMUSG00000053461","Hhipl2",0.273886,0.288191,1.085522,0.133222,3.030456,0.364354,0.509652,0.939408,0.299419,1.071893,2.981209,4.410443,2.327152,0.180836
"ENSMUSG00000053465","Hs6st3",0.764131,7.018289,2.451025,3.364377,6.354641,0.125439,4.114215,26.304391,3.587539,2.290844,1.590261,1.59163,7.433169,1.76172
"ENSMUSG00000053469","Tg",0.040588,0,0.101828,0.192633,0,0.06443,0,0.236657,0.132859,0.458036,0,0.064609,0,0.061004
"ENSMUSG00000053470","Kdm3a",60.175931,75.139508,74.408147,45.324353,74.823813,32.204714,135.705349,101.516276,69.285981,103.80512,54.828204,40.93443,93.860712,50.723327
"ENSMUSG00000053472","Gm13534",0.188947,1.193771,0.9499,0.227997,1.317133,0,0.555949,1.971389,0.96,0,0.642207,0.594665,0.966705,2.792398
"ENSMUSG00000053475","Tnfaip6",0.182333,0.186736,0.036931,0.044333,0,0.078705,0.709066,0.043114,0.331772,0.138383,0.050842,0.275191,0.053194,0.150538
"ENSMUSG00000053477","Tcf4",67.243811,44.318451,53.727485,22.901601,35.655619,31.211983,26.377896,19.93617,42.842624,30.837068,29.009825,24.102376,56.565148,21.245232
"ENSMUSG00000053483","Usp21",38.601495,41.424946,63.15291,33.291361,36.098404,61.91344,55.866936,52.540927,46.758674,61.9974,48.145488,48.067796,62.381604,43.874826
"ENSMUSG00000053490","Trim60",0,0,0,0,0,0,0,0,0.028555,0,0,0,0,0
"ENSMUSG00000053508","Gtsf2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053510","Nrd1",81.130803,189.371495,89.186313,73.08766,81.766352,86.117813,167.862851,132.520586,98.795193,132.196555,95.843722,91.871444,97.328,114.15873
"ENSMUSG00000053519","Kcnip1",0.265613,24.78766,0.33379,33.224363,26.93959,18.513287,16.330846,51.923565,25.185985,46.822374,0.130054,0.944469,1.576781,2.925545
"ENSMUSG00000053522","Lgals7",0,0.232087,0,1.162975,0.368505,1.41779,1.281861,0.212345,0.119311,1.535497,0,2.660749,0.132,1.536252
"ENSMUSG00000053536","Cstf2t",20.652414,23.579379,16.185125,29.222447,17.896816,10.121738,14.973101,19.033737,26.043658,23.749749,22.12255,21.235835,43.84346,27.92491
"ENSMUSG00000053541","Gm4759",0.016456,0.031942,0,0.020404,0,0.0462,0,0,0.054288,0,0,0,0,0.017162
"ENSMUSG00000053550","Shisa7",7.707404,28.478828,44.451516,9.480518,19.955235,13.00846,16.324444,13.329554,19.144436,18.544947,11.865265,6.945665,45.369933,9.735359
"ENSMUSG00000053552","Ebf4",20.441708,10.732992,41.043739,1.801094,9.888991,3.6889,15.034966,27.24742,12.850713,23.751599,3.779026,4.450846,24.61475,0.799087
"ENSMUSG00000053553","3110082I17Rik",25.212127,41.662418,23.214551,31.724006,44.486891,8.42004,23.253598,22.664574,32.134977,20.092707,21.30288,25.982725,21.227239,32.336034
"ENSMUSG00000053559","Smagp",6.233331,17.332084,3.839774,28.292768,2.031888,14.985317,6.524454,7.184868,6.530061,11.399933,3.597394,13.786048,3.632487,10.535359
"ENSMUSG00000053560","Ier2",22.385129,83.037451,48.468445,59.756602,38.028089,79.131883,47.293347,26.724097,52.824011,55.436163,41.089459,50.964298,39.014859,54.080988
"ENSMUSG00000053565","Eif3k",347.017588,289.577504,394.504834,266.464961,393.122456,270.661665,300.230515,277.289048,360.546576,259.729978,309.053566,342.007315,280.836696,322.145245
"ENSMUSG00000053580","Tanc2",32.012075,60.910741,12.180519,30.671019,34.925006,15.690484,45.228135,42.931978,43.076864,60.454108,19.740976,29.241986,18.286008,20.745532
"ENSMUSG00000053581","Zfand2a",19.653703,24.148519,24.384777,30.697068,12.705112,8.659168,25.815087,37.561547,24.497582,30.388927,12.949102,18.724051,19.195556,30.249821
"ENSMUSG00000053588","A730061H03Rik",1.246913,1.062252,2.40291,1.668249,1.893641,0.313446,4.98166,8.384461,2.964115,2.399898,0.493998,1.011403,5.38775,3.265628
"ENSMUSG00000053593","Fate1",0,0.125179,0.146474,0,0,0,0.467699,0.552984,0.125449,0.776684,0,0,0,0
"ENSMUSG00000053600","Zfp472",8.892488,9.79032,10.482203,10.975086,8.409677,6.218143,7.079129,6.967829,10.332871,10.147036,6.511839,6.61308,9.054404,9.316564
"ENSMUSG00000053603","4930442H23Rik",0.198246,0.125897,0.254132,0,0.151903,0.064211,0.053371,0,0.065486,0,0,0.318834,0,0
"ENSMUSG00000053604","Rpia",23.832684,64.830136,31.11003,43.951258,71.946528,61.680454,39.031101,26.82021,39.385824,59.215689,38.776953,26.668805,26.500286,64.11935
"ENSMUSG00000053615","Gm9913",0.49618,0,0.090012,0.058914,0.232541,0,0,0,0,0,0.095809,0,0.15391,0.748352
"ENSMUSG00000053617","Sh3pxd2a",4.389022,4.072211,1.67333,8.959982,2.300084,4.329061,5.032245,3.740324,4.041073,4.949751,4.39445,4.817883,2.721955,3.796498
"ENSMUSG00000053624","Gykl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053626","Tll1",0.342151,2.166657,9.284659,4.641297,0.683353,0.27319,0.488892,0.17422,6.774629,0.250979,1.089357,1.197101,6.744673,1.182934
"ENSMUSG00000053641","Dennd4a",38.078241,46.16528,31.866497,45.711772,39.321733,33.80454,59.432344,33.419979,65.478352,85.40769,52.959354,54.040794,44.876281,24.519532
"ENSMUSG00000053644","Aldh7a1",26.511825,18.38611,23.060146,22.200392,13.14094,15.615461,5.928063,8.748841,13.90006,7.253507,17.956339,10.182433,29.326676,13.847064
"ENSMUSG00000053646","Plxnb1",56.004133,133.630027,68.818604,86.466586,84.773448,86.748115,120.694213,114.148073,110.591487,171.421905,82.086071,75.381633,63.53135,89.680392
"ENSMUSG00000053647","Gper1",0.410837,8.919553,22.865495,1.95319,0.307496,1.647314,0.344409,0.199905,4.689037,1.175866,0.211998,0.444484,19.265989,0.639733
"ENSMUSG00000053654","Krt42",0.111567,0.069768,0.511006,0,0,0.075942,0,0,0,0,0,0.284507,0.080527,0
"ENSMUSG00000053675","Tgm5",0.213938,1.503431,1.759927,1.799313,0.96708,0.513867,0.842665,4.449153,1.105081,0.940073,1.093555,2.007094,6.094257,2.081339
"ENSMUSG00000053678","Defb40",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053684","BC048403",3.947878,6.355682,2.7129,7.134974,5.447048,2.934726,5.418346,9.288942,5.290624,4.790742,6.594815,5.73526,3.095352,6.983828
"ENSMUSG00000053687","Dpep2",0.575964,8.891769,1.089134,99.388273,0.599365,86.546432,16.019396,28.31951,16.876651,64.062788,1.065486,17.225461,2.547111,51.927551
"ENSMUSG00000053693","Mast1",8.313832,7.240419,15.956397,5.129891,8.291779,6.648827,13.595584,15.198787,6.578724,17.430034,6.461393,4.868453,12.103171,2.583619
"ENSMUSG00000053695","Defb37",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053702","Nebl",10.516227,157.512553,20.321696,125.719563,123.842915,67.806033,162.046904,142.876538,96.886613,322.319464,35.034274,55.430274,25.859818,66.471334
"ENSMUSG00000053706","B430305J03Rik",0.159867,0,0,0,0.059708,0,0,0,0.445919,0,0,0,0.137461,0.164928
"ENSMUSG00000053716","Dusp7",9.354113,9.578801,18.367539,16.859682,8.12916,26.197376,8.870407,12.965441,10.008588,17.158894,16.582392,13.322018,13.236941,16.420887
"ENSMUSG00000053719","Klk1b26",0,0,0,0.270652,0,0,0,0,0,0,0,0,0,0.091568
"ENSMUSG00000053720","Vmn2r43",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053729","Spinkl",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053730","Tmem39b",21.306675,21.665699,20.610872,13.017218,16.970902,18.161307,17.899319,8.705158,20.297104,17.221557,22.770257,15.275074,20.128529,19.190853
"ENSMUSG00000053740","Gm6457",0,0.115363,0.396947,0,0.397003,0.103162,0,0,0,0,0,0,0,0
"ENSMUSG00000053742","Gm5114",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053746","Ptrh1",2.225169,2.332758,3.049927,5.7628,3.348736,2.329863,1.002548,5.719742,4.338339,2.284442,5.153129,5.323045,4.278465,4.274807
"ENSMUSG00000053747","Sox14",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053754","Chd8",75.786486,75.022565,91.21363,46.722742,65.229699,65.705124,111.794731,111.978799,54.387907,59.092366,66.713901,58.180712,81.232466,47.252821
"ENSMUSG00000053765","Oas1f",0,0,0,0,0,0,0,0.140516,0,0,0,0,0,0
"ENSMUSG00000053768","Chchd3",119.315965,169.769467,147.404133,142.442692,147.221379,78.355647,116.215833,130.631684,156.676168,130.495575,108.094662,110.506088,116.944634,140.907861
"ENSMUSG00000053769","Lysmd1",12.181379,11.793036,12.157554,13.183293,12.349555,6.744062,11.435876,13.150093,12.01473,10.641317,10.205628,9.35797,12.810769,16.321175
"ENSMUSG00000053773","Rdh8",0,0,0.126506,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053774","Ubxn7",16.516266,20.980232,21.640406,11.911392,19.455721,5.67545,24.653737,25.935366,19.602137,36.394802,15.170487,12.911852,26.978022,12.768104
"ENSMUSG00000053783","1700016K19Rik",0.057252,5.189988,0.058248,2.72835,2.583283,7.226152,7.268779,3.255138,5.355898,5.661491,1.163634,1.374648,0.829607,2.994931
"ENSMUSG00000053790","Defb38",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053797","Krt16",0,0,0.0747,0.042871,0,0,0,0,0,0.287182,0,0.094812,0,0
"ENSMUSG00000053799","Exoc6",14.724393,29.824175,25.280925,29.189552,21.936334,9.367842,13.625832,25.007836,31.433957,21.820784,17.595583,17.966633,15.33514,35.184962
"ENSMUSG00000053801","Grwd1",24.024765,13.417063,18.493087,14.209005,17.96835,8.640386,12.66224,8.949578,11.903993,8.900349,28.911979,23.091729,21.091809,27.578686
"ENSMUSG00000053815","Olfr744",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053819","Camk2d",17.330611,22.898688,11.971214,34.101636,16.668775,23.921092,23.007968,40.917419,19.715131,13.019461,16.287306,15.577528,6.977699,16.623923
"ENSMUSG00000053820","Bcl2a1c",0,0,0,0,0,0,0,0.268365,0.295667,0,0,0,0,0
"ENSMUSG00000053821","Gm9922",1.01573,1.972883,0,2.901829,0.402936,3.353964,0.880044,4.166193,3.551769,1.574602,1.042464,4.484616,0,3.353475
"ENSMUSG00000053825","Ppfia2",15.052507,2.285466,8.871166,2.413109,1.559602,5.431907,1.420299,0,3.863823,0.946978,1.79934,0.226905,11.558112,2.291651
"ENSMUSG00000053830","Gm9923",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053835","H2-T24",1.074105,0.665636,0.70917,1.658306,0.311372,1.521945,1.089944,1.203031,2.857162,0.731234,0.811771,2.709824,0.579511,1.067131
"ENSMUSG00000053838","Nudcd3",36.432598,59.951877,46.171325,59.284138,45.966569,42.338594,48.986891,55.505238,53.725404,48.765024,57.610211,58.10939,47.565138,61.816754
"ENSMUSG00000053841","Txlna",128.484141,122.185135,103.324281,53.379364,99.343851,21.371251,72.363495,37.811755,97.302619,64.989145,66.24364,53.251799,107.386513,75.32665
"ENSMUSG00000053846","Lipg",0.087302,2.358844,0.235945,1.574184,1.337612,0.192941,0.076344,0.967238,1.483436,0.092501,0.405662,1.411472,0.572104,0.470345
"ENSMUSG00000053852","Adgrg4",0,0,0.007283,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053856","Dnajc5g",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053861","Gm9925",0.558207,1.788967,1.07369,1.662281,2.426763,1.768107,1.8134,9.077114,2.060125,4.571435,1.241491,0,0.533899,0.714651
"ENSMUSG00000053862","Slc51b",0.299768,0,0.09983,0,0,0,0.418299,0,0.259426,0,0,0,0.287159,0
"ENSMUSG00000053863","Mepe",0,0,0,0.038976,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053868","Gm5142",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053870","Fpgt",9.610728,18.408057,12.231273,26.408543,17.460071,10.924792,30.751807,35.963079,21.376235,33.874478,13.504077,13.251045,15.619573,17.113155
"ENSMUSG00000053873","Aym1",2.541175,0.435768,0,0,0,0.372868,0.708978,1.74889,1.739916,1.086755,1.850782,0,0.489527,0
"ENSMUSG00000053877","Srcap",23.333465,46.45354,37.376093,28.152049,25.304558,18.067047,26.962649,33.862004,26.829292,31.555687,19.699411,20.130815,45.561316,41.057884
"ENSMUSG00000053886","Sh2d4a",0.353174,5.048141,0.795315,17.28207,1.043655,8.028471,2.460989,6.624192,7.024606,4.236495,1.14435,2.704344,0.942175,4.472469
"ENSMUSG00000053896","4933409G03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053897","Slc39a8",2.026725,8.470804,4.245012,43.091972,1.43517,5.343243,3.603462,6.193047,4.907782,2.45057,2.434148,19.376832,1.23468,64.973871
"ENSMUSG00000053898","Ech1",51.998239,36.763567,39.429357,62.249483,32.361529,81.094918,68.908661,47.693728,36.634059,106.595377,23.596638,27.005227,48.881836,44.171154
"ENSMUSG00000053907","Mat2a",267.142953,189.962034,321.106739,143.005386,238.137093,158.24081,159.474537,173.11013,271.656171,192.074778,210.363546,174.003708,294.271958,228.687043
"ENSMUSG00000053909","Rhox10",0,0,0,0,0,0,0,0,0,0,0.132149,0.71219,0,0
"ENSMUSG00000053914","Kdm4d",0.166332,0.103446,0.168954,0.195048,0.106012,0.026211,0.599071,0.29101,0.327502,0.277237,0.145589,0,0.320071,0.083523
"ENSMUSG00000053916","Nanp",5.783597,17.403602,11.023354,10.020222,12.099989,9.262485,23.563748,10.797602,12.5697,22.469054,16.28504,14.375814,17.427419,10.367355
"ENSMUSG00000053929","Cyhr1",69.995811,95.098606,100.321635,95.504374,62.677267,97.480059,87.565721,99.901368,92.826682,113.015957,64.904727,78.478187,103.634798,98.856007
"ENSMUSG00000053930","Shisa6",9.087608,37.401929,5.372893,10.075126,4.564561,4.019718,24.655446,25.815351,20.85822,1.775007,6.394127,7.806693,10.146151,30.866415
"ENSMUSG00000053931","Cnn3",132.330683,148.378885,103.294075,145.022747,114.556021,93.276495,78.586041,79.257956,168.083942,80.149504,203.382512,132.597748,91.854894,105.0766
"ENSMUSG00000053950","Adnp2",14.061616,19.370356,18.187676,16.63177,13.03293,5.806768,15.444969,13.529404,17.38493,17.314932,11.555348,12.998963,17.79,19.547142
"ENSMUSG00000053961","Ang5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053963","Stum",0.183762,0.010401,0.008295,0.009596,0.058801,0.030036,0.103627,0.439311,0.053793,0.16633,0.103144,0.230931,0.07193,0.016587
"ENSMUSG00000053964","Lgals4",4.660352,2.826817,2.396353,3.715684,2.871186,22.310865,30.891397,11.211052,3.866686,74.987693,1.033619,2.200642,4.350407,2.412241
"ENSMUSG00000053965","Pde5a",9.38778,19.384258,11.482029,9.7306,12.375027,7.764735,20.356208,18.322399,10.388502,19.156774,5.359013,7.12403,7.842888,6.006036
"ENSMUSG00000053977","Cd8a",0.59167,0.807346,0.520363,0.757822,0.20036,2.114454,0.607733,1.102456,1.307245,0.528263,0.21918,0.472536,0.323564,1.56117
"ENSMUSG00000053985","Zfp14",2.122238,2.143463,3.920849,4.950012,2.217789,4.196988,8.936996,10.672467,4.510711,5.040899,3.386774,4.608531,9.801699,4.931305
"ENSMUSG00000054000","Tusc1",15.482471,6.706598,20.875654,5.128448,10.870373,4.282487,0.900665,1.638054,3.73982,8.870223,9.053835,4.094918,11.567872,15.634581
"ENSMUSG00000054003","Tdrd9",0.057053,0.607912,0.955079,0.26707,0.066118,0.114302,0.07066,0.525369,1.251743,0.290441,0.346482,1.14874,5.453529,0.158147
"ENSMUSG00000054005","Mill1",0,0,0,0,0,0,0,0,0,0.030572,0,0,0,0
"ENSMUSG00000054008","Ndst1",21.073529,24.708777,18.914491,29.836223,14.070108,2.594342,10.576946,22.626889,17.219527,15.404861,14.112087,16.34919,22.120479,24.128643
"ENSMUSG00000054013","Tmem179",9.165682,15.22721,12.22407,1.359753,36.24819,3.987982,34.329274,52.274935,12.690303,26.465373,4.047761,6.585689,10.72576,0.290077
"ENSMUSG00000054021","Sirt5",17.724111,22.022957,19.246571,20.430492,17.053049,14.953897,15.68962,21.601546,22.888696,22.031041,70.634945,81.489411,55.41405,29.537236
"ENSMUSG00000054027","Nt5dc3",6.353162,6.539928,5.846904,8.782174,7.470265,4.027369,6.498145,13.521419,8.055872,11.059806,7.113589,5.469388,11.290789,8.394896
"ENSMUSG00000054031","Rdh18-ps",0,0,0,0,0.152508,0,0,0.601195,0,0,0,0.188734,0,0.15181
"ENSMUSG00000054033","Adam39",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054034","Tceal5",0.367803,0.069953,0,0.122,0,0.602789,0.368888,0,0.284366,0.06463,0.289033,0,0.076307,1.161477
"ENSMUSG00000054036","Olfr279",0,0.012908,0.010102,0,0.01043,0,0,0,0,0,0.04269,0,0.044763,0
"ENSMUSG00000054046","Klk13",0,5.291255,0.068818,21.499372,0,6.873731,0,0.356844,4.513215,0.594263,0.190807,0.217096,0.049761,0.413801
"ENSMUSG00000054051","Ercc6",10.212613,6.842771,7.482311,5.770559,7.28042,3.999513,7.25239,8.787051,4.790899,9.677315,7.00965,6.499698,9.385324,6.11434
"ENSMUSG00000054052","Rdh19",0.03662,3.69495,0,0.211497,0.396965,0.293173,0,15.371999,0.13847,5.425369,0,0.220426,0,0.215243
"ENSMUSG00000054054","Olfr309",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054057","A930004D18Rik",7.258403,3.010402,6.048933,5.039439,5.817003,7.032483,4.894823,9.185614,5.008684,8.778943,5.297187,4.803649,11.91409,5.553715
"ENSMUSG00000054065","Pkp3",1.242155,31.490202,0.507323,30.575706,4.749767,48.071419,15.395354,25.551602,19.589727,38.398771,13.928019,27.41924,6.257635,43.717609
"ENSMUSG00000054069","6030452D12Rik",0,1.861302,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054072","Iigp1",15.102622,8.082368,8.331755,21.263279,0.951807,29.254703,3.716431,5.569508,25.702798,5.38868,6.455726,17.345115,6.746628,7.451818
"ENSMUSG00000054074","Skida1",6.49227,3.466668,15.6281,4.315729,8.399256,11.189883,5.970021,7.976532,8.01601,8.715442,4.668822,4.006108,10.193019,3.309439
"ENSMUSG00000054079","Utp18",31.385848,33.882815,39.624747,28.567213,35.319735,14.117522,22.32553,27.147196,35.78402,26.307387,47.815528,41.522094,30.398133,37.958714
"ENSMUSG00000054083","Capn12",0,0.076147,0.279656,0.206772,0.129705,0.492086,0.493069,0.054475,0.189056,0.327153,0.191445,0.382375,1.596242,0.822415
"ENSMUSG00000054087","Fbxw28",0,0.304166,0,0.121171,0.199104,0.813273,0.239983,0.391139,0.392562,0,0,0.49874,0,0
